robot_id,action_x,action_y,a_inc_x,a_inc_y,cur_vel_x,cur_vel_y,des_vel_x,des_vel_y,ori_goal,raidus,robot_pose_x,robot_pose_y,robot_ori,time_action,time_step
0.0,0.7300000190734863,0.46000000834465027,0.7300000190734863,0.46000000834465027,0.0,0.0,0.5,0.0,0.0,0.4,0.0,0.0,0.0,0.002917051315307617,0.1
0.0,0.755801116940444,0.26173967930308484,0.28999999165534973,0.07999999821186066,0.47,0.18,0.5,-0.0,-0.0,0.4,0.05,0.01,0.37,0.014682769775390625,0.1
0.0,0.7297188699314386,0.20191953934841492,0.2199999988079071,-0.029999999329447746,0.51,0.23,0.5,-0.0,-0.0,0.4,0.1,0.03,0.43,0.07473564147949219,0.1
0.0,0.7215146298985877,0.21363669823431355,0.23000000417232513,-0.009999999776482582,0.49,0.22,0.5,-0.0,-0.01,0.4,0.15,0.05,0.43,0.0393519401550293,0.1
0.0,0.7015146191697517,0.20363669845783097,0.20999999344348907,-0.019999999552965164,0.49,0.22,0.5,-0.0,-0.01,0.4,0.2,0.08,0.43,0.026921987533569336,0.1
0.0,0.6815146233420768,0.17363669726573808,0.1899999976158142,-0.05000000074505806,0.49,0.22,0.5,-0.01,-0.01,0.4,0.25,0.1,0.43,0.022005558013916016,0.1
0.0,0.6824125060078603,0.1694952769322048,0.20000000298023224,-0.05000000074505806,0.48,0.22,0.5,-0.01,-0.02,0.4,0.3,0.12,0.43,0.13910651206970215,0.1
0.0,0.6527798010774988,0.16511039025907456,0.1599999964237213,-0.029999999329447746,0.49,0.2,0.5,-0.01,-0.02,0.4,0.34,0.14,0.38,0.012436389923095703,0.1
0.0,0.6327798052498239,0.16511039025907456,0.14000000059604645,-0.029999999329447746,0.49,0.2,0.5,-0.01,-0.02,0.4,0.39,0.16,0.38,0.04332923889160156,0.1
0.0,0.6127798019715684,0.16511039025907456,0.11999999731779099,-0.029999999329447746,0.49,0.2,0.5,-0.01,-0.02,0.4,0.44,0.18,0.38,0.06443977355957031,0.1
0.0,0.602779804057731,0.15511039048259198,0.10999999940395355,-0.03999999910593033,0.49,0.2,0.5,-0.01,-0.03,0.4,0.49,0.2,0.38,0.0714426040649414,0.1
0.0,0.5834820739806148,0.1714290619301133,0.10000000149011612,-0.019999999552965164,0.48,0.19,0.5,-0.01,-0.03,0.4,0.54,0.22,0.38,0.12295079231262207,0.1
0.0,0.5627798049518007,0.12511038929049909,0.07000000029802322,-0.07000000029802322,0.49,0.2,0.5,-0.02,-0.03,0.4,0.59,0.24,0.38,0.01152658462524414,0.1
0.0,0.545534296576913,0.1460655170594212,0.05999999865889549,-0.009999999776482582,0.49,0.16,0.5,-0.02,-0.03,0.4,0.64,0.26,0.31,0.036360740661621094,0.1
0.0,0.5150545778223163,0.1491256252326742,0.019999999552965164,-0.009999999776482582,0.5,0.16,0.5,-0.02,-0.04,0.4,0.69,0.27,0.31,0.11197853088378906,0.1
0.0,0.49505457826935123,0.1491256252326742,0.0,-0.009999999776482582,0.5,0.16,0.5,-0.02,-0.04,0.4,0.74,0.29,0.31,0.027400493621826172,0.1
0.0,0.48505457849286865,0.13912562545619162,-0.009999999776482582,-0.019999999552965164,0.5,0.16,0.5,-0.02,-0.04,0.4,0.79,0.3,0.31,0.0019545555114746094,0.1
0.0,0.48601401734316646,0.15300540866265075,0.009999999776482582,0.0,0.48,0.15,0.5,-0.02,-0.04,0.4,0.83,0.32,0.31,0.014165401458740234,0.1
0.0,0.4555342985885698,0.13606551728293861,-0.029999999329447746,-0.019999999552965164,0.49,0.16,0.5,-0.02,-0.05,0.4,0.88,0.33,0.31,0.09685921669006348,0.1
0.0,0.4769734564169817,0.1568851920926273,0.019999999552965164,0.009999999776482582,0.46,0.15,0.5,-0.02,-0.05,0.4,0.93,0.35,0.31,0.007478237152099609,0.1
0.0,0.43601401846075355,0.13300540910968559,-0.03999999910593033,-0.019999999552965164,0.48,0.15,0.5,-0.03,-0.05,0.4,0.98,0.36,0.31,0.0017757415771484375,0.1
0.0,0.45793289571431434,0.1407649759696387,0.019999999552965164,0.0,0.44,0.14,0.5,-0.03,-0.05,0.4,1.02,0.38,0.31,0.14483380317687988,0.1
0.0,0.43697345731105136,0.13688519253966214,-0.019999999552965164,-0.009999999776482582,0.46,0.15,0.5,-0.03,-0.06,0.4,1.07,0.39,0.31,0.034912824630737305,0.1
0.0,0.43793289616134917,0.16076497552260385,0.0,0.019999999552965164,0.44,0.14,0.5,-0.03,-0.06,0.4,1.11,0.41,0.31,0.14345741271972656,0.1
0.0,0.41745317718323505,0.16382508369585685,-0.029999999329447746,0.019999999552965164,0.45,0.14,0.5,-0.03,-0.06,0.4,1.15,0.42,0.31,0.035947322845458984,0.1
0.0,0.4284126158100155,0.17770486690231602,-0.0,0.03999999910593033,0.43,0.14,0.5,-0.03,-0.06,0.4,1.2,0.43,0.31,0.033303022384643555,0.1
0.0,0.4079328968319014,0.18076497507556902,-0.029999999329447746,0.03999999910593033,0.44,0.14,0.5,-0.03,-0.07,0.4,1.24,0.45,0.31,0.047402381896972656,0.1
0.0,0.4311713066216045,0.1866465959840405,0.019999999552965164,0.029999999329447746,0.41,0.16,0.5,-0.03,-0.07,0.4,1.28,0.46,0.36,0.07084345817565918,0.1
0.0,0.39920571526284354,0.1673270464264968,-0.03999999910593033,-0.0,0.44,0.17,0.5,-0.04,-0.07,0.4,1.33,0.48,0.36,0.06542396545410156,0.1
0.0,0.42182650418822637,0.2130864453895202,0.019999999552965164,0.05999999865889549,0.4,0.15,0.5,-0.04,-0.07,0.4,1.37,0.5,0.36,0.015401601791381836,0.1
0.0,0.3999149570150137,0.18992927713056715,-0.029999999329447746,-0.0,0.43,0.19,0.5,-0.04,-0.08,0.4,1.41,0.51,0.42,0.1992647647857666,0.1
0.0,0.422473575705227,0.2278061325268656,0.019999999552965164,0.05000000074505806,0.4,0.18,0.5,-0.04,-0.08,0.4,1.45,0.53,0.42,0.11035275459289551,0.1
0.0,0.3890620823301366,0.24397032632521173,-0.05000000074505806,0.05000000074505806,0.44,0.19,0.5,-0.04,-0.08,0.4,1.49,0.55,0.42,0.12119531631469727,0.1
0.0,0.41747255484519036,0.2509871261764438,0.019999999552965164,0.03999999910593033,0.4,0.21,0.5,-0.04,-0.09,0.4,1.53,0.57,0.49,0.10045552253723145,0.1
0.0,0.39280344999004824,0.2297415383656702,-0.03999999910593033,0.0,0.43,0.23,0.5,-0.05,-0.09,0.4,1.58,0.59,0.49,0.09290695190429688,0.1
0.0,0.41747255484519036,0.30098713064679217,0.019999999552965164,0.09000000357627869,0.4,0.21,0.5,-0.05,-0.1,0.4,1.62,0.61,0.49,0.028373003005981445,0.1
0.0,0.4031802674452586,0.2891743974384146,-0.029999999329447746,0.019999999552965164,0.43,0.27,0.5,-0.05,-0.1,0.4,1.66,0.64,0.56,0.10341429710388184,0.1
0.0,0.4046865365006685,0.36389647000526265,-0.019999999552965164,0.10000000149011612,0.42,0.26,0.5,-0.05,-0.11,0.4,1.7,0.67,0.56,0.11223721504211426,0.1
0.0,0.4118383059419991,0.3442154802247523,-0.019999999552965164,0.019999999552965164,0.43,0.32,0.5,-0.06,-0.11,0.4,1.75,0.7,0.64,0.13822507858276367,0.1
0.0,0.4118383059419991,0.4142154842480658,-0.019999999552965164,0.09000000357627869,0.43,0.32,0.5,-0.06,-0.12,0.4,1.79,0.73,0.64,0.10443854331970215,0.1
